id,text,label,text_source,evidence_source,evidence_url,published_at,topic,verification_method,notes,approved
bank_indonesia-sp_2818626,BRICS Perkuat Penggunaan Mata Uang Lokal untuk Hadapi Ketidakpastian Ekonomi Global. No.28/186/DKom Ketidakpastian ekonomi global mendorong negara-negara BRICS memperkuat kerja sama penggunaan mata uang lokal dan konektivitas pembayaran lintas negara.. Upaya tersebut diarahkan untuk menghasilkan kerja sama ekonomi dan keuangan yang konkret serta memberikan manfaat nyata.,valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818626.aspx,2026-09-11,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818726,"Kajian Stabilitas Keuangan 47: Menjaga Resiliensi Sistem Keuangan, Memperkuat Momentum Pertumbuhan Ekonomi. 28/187/DKom Di tengah meningkatnya ketidakpastian global, sistem keuangan Indonesia tetap kuat dan solid, pertumbuhan ekonomi tetap baik, dan stabilitas makroekonomi tetap terjaga.. Layaknya akar bambu yang kokoh untuk bertahan menghadapi tekanan namun lentur mengikuti arah angin, demikian pula sistem keuangan kita dengan fundamental ekonomi yang kuat dalam menghadapi guncangan, namun tetap responsif dan adaptif terhadap perubahan yang terjadi.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818726.aspx,2026-09-15,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818826,"Utang Luar Negeri Indonesia Juli 2026 Tetap Terjaga. No.28/188/DKom Posisi Utang Luar Negeri (ULN) Indonesia pada Juli 2026 tetap terjaga.. Posisi ULN Indonesia pada Juli 2026 tercatat sebesar 454,8 miliar dolar AS, relatif stabil dibandingkan dengan posisi pada Juni 2026 sebesar 454,5 miliar dolar AS.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818826.aspx,2026-09-15,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2818926,"Gubernur BI Lantik Pemimpin Satuan Kerja Bank Indonesia. ​ No.28/189/DKom Gubernur Bank Indonesia, Destry Damayanti, melantik Mal Isnaini S.. Meyyanti, yang sebelumnya menjabat sebagai Kepala Departemen Manajemen Strategis dan Tata Kelola, menjadi Kepala Departemen Kebijakan Makroprudensial, pada tanggal 15 September 2026 di Jakarta.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2818926.aspx,2026-09-15,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bank_indonesia-sp_2819026,"Perkuat Kepercayaan di Era Digital, Bank Indonesia Dorong Kolaborasi Lintas Negara. 28/190/DKom Kepercayaan masyarakat menjadi fondasi utama bagi kemajuan ekonomi digital.. Seiring perkembangan sistem pembayaran yang semakin cepat, terhubung, dan lintas batas, penguatan tata kelola dan pelindungan konsumen menjadi semakin penting.",valid,headline_and_primary_statement,Bank Indonesia,https://www.bi.go.id/id/publikasi/ruang-media/news-release/Pages/sp_2819026.aspx,2026-09-17,ekonomi,primary_source,Official Bank Indonesia release; requires manual review,0
bmkg-bmkg-dan-bakamla-ri-berkolaborasi-dalam-mendukung-keselamatan-dan-keamanan-maritim,"BMKG dan Bakamla RI Berkolaborasi Dalam Mendukung Keselamatan dan Keamanan Maritim. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) terus memperkuat sinergi strategis dengan Badan Keamanan Laut Republik Indonesia (Bakamla RI) guna mendukung keselamatan dan keamanan di wilayah perairan Indonesia.. Komitmen tersebut ditegaskan Kepala BMKG, Prof.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-dan-bakamla-ri-berkolaborasi-dalam-mendukung-keselamatan-dan-keamanan-maritim,2026-08-31,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-bengkulu-rakor-karhutla-perkuat-early-warning-dan-pencegahan-dini,"Hadiri Rakor Pengendalian Karhutla, BMKG Bengkulu Dorong Langkah Mitigasi dan Pencegahan Dini Karhutla. Stasiun Klimatologi Bengkulu Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menghadiri Rapat Koordinasi (Rakor) lintas sektoral dalam rangka pengendalian Kebakaran Hutan dan Lahan (Karhutla) di Gedung Aula Merah Putih, Kantor Gubernur Bengkulu, Selasa (1/9/2026).. Kegiatan ini dilaksanakan sebagai tindak lanjut peringatan dini BMKG terkait potensi kemarau panjang akibat fenomena El Nino dengan intensitas sangat kuat.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/daerah/bmkg-bengkulu-rakor-karhutla-perkuat-early-warning-dan-pencegahan-dini,2026-09-01,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-gelar-pengukuhan-dewan-pengurus-korpri-bmkg-masa-bakti-2023-2028,"BMKG Gelar Pengukuhan Dewan Pengurus KORPRI BMKG Masa Bakti 2023-2028. Badan Meteorologi, Klimatologi dan Geofisika (BMKG) menggelar upacara pengukuhan susunan personalia Dewan Pengurus Korps Pegawai Republik Indonesia (KORPRI) BMKG Masa Bakti 2023-2028 di Auditorium BMKG, Jakarta, Selasa (1/9/2026).. Upacara pengukuhan yang dipimpin oleh Ketua Umum Dewan Pengurus KORPRI Nasional, Zudan Arif Fakrulloh, dihadiri oleh Kepala BMKG, Teuku Faisal Fathani beserta jajaran pimpinan BMKG dan pengurus KORPRI BMKG yang baru dikukuhkan.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-gelar-pengukuhan-dewan-pengurus-korpri-bmkg-masa-bakti-2023-2028,2026-09-01,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-hadiri-rdp-komisi-v-dpr-ri-bahas-evaluasi-dan-penyesuaian-anggaran-2026-serta-penetapan-rka-k-l-2027,"BMKG Hadiri RDP Komisi V DPR RI, Bahas Evaluasi dan Penyesuaian Anggaran 2026 serta Penetapan RKA K/L 2027. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menghadiri Rapat Dengar Pendapat (RDP) bersama Komisi V DPR RI di Jakarta.. Agenda utama RDP ini berfokus pada evaluasi pelaksanaan program dan anggaran tahun 2026, sekaligus pembahasan Rencana Kerja dan Anggaran Kementerian/Lembaga (RKA-KL) BMKG untuk tahun anggaran 2027.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-hadiri-rdp-komisi-v-dpr-ri-bahas-evaluasi-dan-penyesuaian-anggaran-2026-serta-penetapan-rka-k-l-2027,2026-09-01,politik,primary_source,Official BMKG article; requires manual review,0
bmkg-forum-konsultasi-publik-ptsp-bmkg-wujudkan-kemudahan-layanan-dan-tata-kelola-pnbp,"Forum Konsultasi Publik PTSP BMKG, Wujudkan Kemudahan Layanan dan Tata Kelola PNBP. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) mendorong akselerasi digitalisasi Pelayanan Terpadu Satu Pintu (PTSP) untuk menghadirkan layanan yang lebih cepat, mudah, transparan, dan akuntabel.. Langkah tersebut dibahas melalui Forum Konsultasi Publik (FKP) PTSP BMKG Tahun 2026 yang digelar secara hybrid di Jakarta, Rabu (2/9), dengan melibatkan pengguna layanan dan mitra kerja.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/kegiatan/forum-konsultasi-publik-ptsp-bmkg-wujudkan-kemudahan-layanan-dan-tata-kelola-pnbp,2026-09-02,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-lantik-pejabat-pimpinan-tinggi-pratama-bmkg-tekankan-integritas-dan-kinerja-nyata,"Lantik Pejabat Pimpinan Tinggi Pratama, BMKG Tekankan Integritas dan Kinerja Nyata. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) melantik dua Pejabat Pimpinan Tinggi Pratama di lingkungan BMKG, yakni Agi Wandala Putra sebagai Direktur Meteorologi Maritim dan Hartanto sebagai Direktur Instrumentasi dan Kalibrasi, Kamis (3/9).. Pelantikan tersebut menjadi momentum penguatan organisasi dan peningkatan kualitas layanan BMKG untuk mendukung keselamatan masyarakat serta pembangunan nasional.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/lantik-pejabat-pimpinan-tinggi-pratama-bmkg-tekankan-integritas-dan-kinerja-nyata,2026-09-03,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-dan-pemkab-natuna-perkuat-observasi-maritim-untuk-dukung-keselamatan-di-wilayah-perbatasan,"BMKG dan Pemkab Natuna Perkuat Observasi Maritim untuk Dukung Keselamatan di Wilayah Perbatasan. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) bersama Pemerintah Kabupaten Natuna memperkuat sistem observasi maritim di wilayah perbatasan Indonesia melalui penyediaan lahan untuk pembangunan High Frequency Radar (HF Radar).. Penguatan tersebut ditandai dengan penandatanganan naskah perjanjian dan serah terima hibah antara Pemerintah Kabupaten Natuna dan BMKG di Kantor Pusat BMKG, Jakarta.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-dan-pemkab-natuna-perkuat-observasi-maritim-untuk-dukung-keselamatan-di-wilayah-perbatasan,2026-09-04,politik,primary_source,Official BMKG article; requires manual review,0
bmkg-siswa-smak-penabur-gading-serpong-matangkan-persiapan-osn-kebumian-di-bmkg,"Siswa SMAK Penabur Gading Serpong Matangkan Persiapan OSN Kebumian di BMKG. Siswa-siswi SMAK Penabur Gading Serpong berkunjung ke Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) untuk melihat langsung penerapan ilmu kebumian yang selama ini mereka pelajari di sekolah.. Kunjungan ini menjadi ajang memperdalam pemahaman mereka, sebagai bekal menjelang pelaksanaan Olimpiade Sains Nasional (OSN) 2026 tingkat nasional pada 14–20 September 2026 mendatang.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/kegiatan/siswa-smak-penabur-gading-serpong-matangkan-persiapan-osn-kebumian-di-bmkg,2026-09-04,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-dampak-el-nino-masih-perlu-diwaspadai-bmkg-perkuat-dukungan-pengendalian-karhutla,"Dampak El Niño Masih Perlu Diwaspadai, BMKG Perkuat Dukungan Pengendalian Karhutla. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menegaskan bahwa September 2026 masih menjadi fase kritis kebakaran hutan dan lahan (karhutla) di Indonesia.. Kondisi cuaca kering yang masih dominan, pengaruh El Niño, serta tingginya jumlah titik panas (hotspot) menjadi faktor yang perlu terus diwaspadai oleh seluruh pemangku kepentingan.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/dampak-el-nino-masih-perlu-diwaspadai-bmkg-perkuat-dukungan-pengendalian-karhutla,2026-09-07,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-sampaikan-pendalaman-rka-k-l-2027-dalam-rdp-bersama-dpr-ri,"BMKG Sampaikan Pendalaman RKA-K/L 2027 dalam RDP Bersama DPR RI. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) memaparkan pendalaman pembahasan Rencana Kerja dan Anggaran Kementerian/Lembaga (RKA-K/L) Tahun Anggaran 2027 berdasarkan Nota Keuangan dalam RAPBN Tahun Anggaran 2027 bersama Dewan Perwakilan Rakyat Republik Indonesia (DPR RI) melalui Rapat Dengar Pendapat (RDP).(8/9) Dalam paparannya,Sekretaris Utama BMKG,, Guswanto menyampaikan arah kebijakan dan rencana kerja Tahun Anggaran 2027 sebagai bagian dari pelaksanaan tugas dan fungsi BMKG serta dukungan terhadap prioritas pembangunan nasional.. Penyusunan RKA-K/L BMKG mengacu pada RPJMN 2025–2029, Renstra BMKG 2025–2029, dan Rencana Kerja Pemerintah (RKP) 2027.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-sampaikan-pendalaman-rka-k-l-2027-dalam-rdp-bersama-dpr-ri,2026-09-09,politik,primary_source,Official BMKG article; requires manual review,0
bmkg-perkuat-mitigasi-bencana-di-karanganyar-stasiun-geofisika-sleman-gelar-audiensi-dan-siapkan-sekolah-lapang-gempa-bumi,"Perkuat Mitigasi Bencana di Karanganyar, Stasiun Geofisika Sleman Gelar Audiensi dan Siapkan Sekolah Lapang Gempa Bumi. Dalam upaya memperkuat kesiapsiagaan masyarakat dan pemerintah daerah terhadap potensi bencana alam, tim Stasiun Geofisika Kelas I Sleman mengadakan audiens dan rapat koordinasi bersama Sekretaris Daerah (Sekda) Kabupaten Karanganyar beserta jajaran Organisasi Perangkat Daerah (OPD) terkait di Kantor Pemerintah Kabupaten Karanganyar, Selasa (8/9).. Audiensi tersebut digelar untuk menyampaikan gambaran dinamika cuaca dan iklim terkini, memaparkan pemetaan potensi risiko kegempaan di wilayah Karanganyar, serta mematangkan rencana pelaksanaan Sekolah Lapang Gempa bumi (SLG) di Kecamatan Jatiyoso.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/daerah/perkuat-mitigasi-bencana-di-karanganyar-stasiun-geofisika-sleman-gelar-audiensi-dan-siapkan-sekolah-lapang-gempa-bumi,2026-09-09,politik,primary_source,Official BMKG article; requires manual review,0
bmkg-sdit-bening-bogor-kunjungi-bmkg-kenali-cuaca-hingga-mitigasi-bencana,"SDIT Bening Bogor Kunjungi BMKG, Kenali Cuaca hingga Mitigasi Bencana. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menerima kunjungan siswa-siswi SDIT Bening Bogor.. Kegiatan ini menjadi kesempatan bagi anak-anak untuk mengenal lebih dekat peran BMKG dalam memberikan informasi cuaca, iklim, dan bencana.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/kegiatan/sdit-bening-bogor-kunjungi-bmkg-kenali-cuaca-hingga-mitigasi-bencana,2026-09-09,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-perkuat-kolaborasi-dalam-pengembangan-teknologi-modifikasi-cuaca-melalui-asean-workshop-on-weather-modification-science-2026,"BMKG Perkuat Kolaborasi dalam Pengembangan Teknologi Modifikasi Cuaca Melalui ASEAN Workshop on Weather Modification Science 2026. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) terus memperkuat kerja sama di bidang modifikasi cuaca melalui penyelenggaraan ASEAN Workshop on Weather Modification Science and Emerging Technologies 2026 yang dibuka oleh Kepala BMKG, Teuku Faisal Fathani, di Auditorium BMKG, Kamis (10/09/2026).. Workshop ini mempertemukan para pakar, peneliti, praktisi, dan pembuat kebijakan dari negara-negara ASEAN dan digelar selama 3 hari secara hybrid pada 10-12 September 2026.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-perkuat-kolaborasi-dalam-pengembangan-teknologi-modifikasi-cuaca-melalui-asean-workshop-on-weather-modification-science-2026,2026-09-10,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-dwp-bmkg-gelar-seminar-parenting-tegas-tanpa-harus-keras-berdayakan-peran-orang-tua-dalam-pengasuhan-anak,"DWP BMKG Gelar Seminar Parenting “Tegas Tanpa Harus Keras”, Berdayakan Peran Orang Tua dalam Pengasuhan Anak. Dharma Wanita Persatuan (DWP) BMKG menggelar seminar parenting bertema “Tegas Tanpa Harus Keras” yang dirangkaikan dengan pertemuan bulanan DWP BMKG, Kamis (10/9/2026).. Kegiatan yang diikuti anggota DWP BMKG dari seluruh Indonesia secara luring dan daring ini menjadi wadah silaturahmi sekaligus sarana berbagi pengetahuan untuk mendukung penguatan peran keluarga.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/kegiatan/dwp-bmkg-gelar-seminar-parenting-tegas-tanpa-harus-keras-berdayakan-peran-orang-tua-dalam-pengasuhan-anak,2026-09-10,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-gempa-flores-m77-jadi-momentum-penguatan-mitigasi-bencana-berbasis-sains-dan-teknologi,"Gempa Flores M7,7 Jadi Momentum Penguatan Mitigasi Bencana Berbasis Sains dan Teknologi. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menegaskan pentingnya penguatan mitigasi bencana berbasis sains, teknologi, dan data dalam menghadapi tingginya risiko kebencanaan di Indonesia.. Pembelajaran dari Gempa Flores berkekuatan magnitudo 7,7 yang terjadi pada 15 Agustus 2026 menjadi momentum untuk memperkuat sistem peringatan dini, kesiapsiagaan masyarakat, serta pembangunan infrastruktur yang lebih tangguh terhadap bencana.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/gempa-flores-m77-jadi-momentum-penguatan-mitigasi-bencana-berbasis-sains-dan-teknologi,2026-09-11,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-laksanakan-survei-meteo-oseanografi-terpadu-di-selat-sunda-untuk-perkuat-akurasi-layanan-maritim,"BMKG Laksanakan Survei Meteo-Oseanografi Terpadu di Selat Sunda untuk Perkuat Akurasi Layanan Maritim. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) melaksanakan Survei Meteo-Oseanografi Terpadu Selat Sunda pada 14–25 September 2026.. Kegiatan yang dipimpin Direktorat Meteorologi Maritim ini merupakan bagian dari upaya memperkuat sistem observasi dan prakiraan meteorologi-oseanografi guna mendukung keselamatan pelayaran serta meningkatkan kualitas layanan informasi cuaca dan kondisi laut di wilayah perairan Indonesia.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-laksanakan-survei-meteo-oseanografi-terpadu-di-selat-sunda-untuk-perkuat-akurasi-layanan-maritim,2026-09-14,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-tekankan-pentingnya-informasi-iklim-dalam-perencanaan-produksi-dan-distribusi-pupuk-nasional,"BMKG Tekankan Pentingnya Informasi Iklim dalam Perencanaan Produksi dan Distribusi Pupuk Nasional. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) menegaskan pentingnya pemanfaatan informasi iklim sebagai dasar pengambilan keputusan di sektor pertanian guna mendukung ketahanan dan kedaulatan pangan nasional.. Informasi iklim dapat dimanfaatkan untuk menentukan waktu tanam yang tepat, memilih komoditas yang sesuai, mengelola kebutuhan air, hingga mengantisipasi risiko gagal panen akibat cuaca dan iklim ekstrem.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-tekankan-pentingnya-informasi-iklim-dalam-perencanaan-produksi-dan-distribusi-pupuk-nasional,2026-09-14,bencana_cuaca,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-paparkan-mitigasi-karhutla-dan-penanganan-pascagempa-flores-dalam-ratas-presiden,"BMKG Paparkan Mitigasi Karhutla dan Penanganan Pascagempa Flores dalam Ratas Presiden. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) melaporkan perkembangan penanganan kebakaran hutan dan lahan (karhutla), kondisi pascagempa Flores, serta dukungan informasi cuaca dan oseanografi dalam operasi pencarian dan penyelamatan kepada Presiden Republik Indonesia Prabowo Subianto dalam rapat terbatas yang digelar secara hybrid dari Istana Merdeka, Jakarta, Rabu (16/9/2026).. Dalam rapat tersebut, Kepala BMKG Teuku Faisal Fathani menjelaskan bahwa kondisi pascagempa Flores di Nusa Tenggara Timur saat ini relatif stabil sehingga proses rehabilitasi dan rekonstruksi dapat mulai dilakukan.",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/utama/bmkg-paparkan-mitigasi-karhutla-dan-penanganan-pascagempa-flores-dalam-ratas-presiden,2026-09-17,politik,primary_source,Official BMKG article; requires manual review,0
bmkg-bmkg-perkuat-budaya-selamat-hadapi-ancaman-gempabumi-dan-tsunami-di-the-sanur,"BMKG Perkuat Budaya Selamat Hadapi Ancaman Gempabumi dan Tsunami. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) terus memperkuat kesiapsiagaan masyarakat dan pengelola kawasan dalam menghadapi potensi gempabumi dan tsunami.. Upaya tersebut diwujudkan melalui Sosialisasi dan Simulasi Gempabumi dan Tsunami yang dilaksanakan Stasiun Geofisika Denpasar bersama Badan Penanggulangan Bencana Daerah (BPBD) Kota Denpasar di Kawasan Ekonomi Khusus (KEK) The Sanur Bali, Senin (14/9).",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/daerah/bmkg-perkuat-budaya-selamat-hadapi-ancaman-gempabumi-dan-tsunami-di-the-sanur,2026-09-17,ekonomi,primary_source,Official BMKG article; requires manual review,0
bmkg-tingkatkan-kesiapsiagaan-bencana-bmkg-perkuat-sinergi-dengan-pemkab-buleleng,"Tingkatkan Kesiapsiagaan Bencana, BMKG Perkuat Sinergi dengan Pemkab Buleleng. Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) melalui Stasiun Geofisika Denpasar memperkuat koordinasi dengan Pemerintah Kabupaten Buleleng dalam upaya meningkatkan kesiapsiagaan dan pengurangan risiko bencana di wilayah Kabupaten Buleleng.. Penguatan sinergi tersebut dilakukan melalui audiensi dan koordinasi yang berlangsung di Kantor Bupati Buleleng, Kamis (17/9).",valid,headline_and_primary_statement,BMKG,https://www.bmkg.go.id/berita/daerah/tingkatkan-kesiapsiagaan-bencana-bmkg-perkuat-sinergi-dengan-pemkab-buleleng,2026-09-21,politik,primary_source,Official BMKG article; requires manual review,0
kemkes-kesehatan-masyarakat-terancam-kemenkes-dan-komdigi-kolaborasi-dengan-mitra-strategis-membangun-ekosistem-penanganan-hoaks,"Kementerian Kesehatan bersama mitra lintas sektor meluncurkan Playbook Respons Cepat Penanganan Hoaks Kesehatan di Kantor Kementerian Kesehatan, Jakarta, Kamis (17/9), untuk merespons hoaks yang dinilai turut menekan cakupan imunisasi anak hingga memicu wabah campak dan polio di sejumlah daerah.. Kementerian Komunikasi dan Digital, Badan Pengawasan Obat dan Makanan, Pokja Komunikasi Risiko dan Pemberdayaan masyarakat (RCCE), organisasi profesi, masyarakat sipil, platform digital, pakar, akademisi dan praktisi menjadi bagian penting dalam kolaborasi ini.",valid,primary_factual_statement,Kementerian Kesehatan RI,https://kemkes.go.id/id/kesehatan-masyarakat-terancam-kemenkes-dan-komdigi-kolaborasi-dengan-mitra-strategis-membangun-ekosistem-penanganan-hoaks,2026-09-18,politik,primary_source,Official Kementerian Kesehatan RI release; requires manual review,0
kemkes-lawan-hoaks-kesehatan-kemenkes-bangun-sistem-dan-kolaborasi-respons-cepat-,Kementerian Kesehatan (Kemenkes) memperkuat sistem penanganan hoaks kesehatan melalui peluncuran Playbook Respons Cepat Penanganan Hoaks Kesehatan.. Langkah ini dilakukan untuk menghadapi penyebaran disinformasi kesehatan yang semakin masif dan berdampak pada pengambilan keputusan masyarakat terkait kesehatan.,valid,primary_factual_statement,Kementerian Kesehatan RI,https://kemkes.go.id/id/lawan-hoaks-kesehatan-kemenkes-bangun-sistem-dan-kolaborasi-respons-cepat-,2026-09-17,politik,primary_source,Official Kementerian Kesehatan RI release; requires manual review,0
kemkes-4-dari-10-anak-sekolah-alami-gigi-berlubang-kemenkes-dorong-periksa-gigi-rutin,Kementerian Kesehatan (Kemenkes) RI mendorong penguatan upaya promotif dan preventif untuk menjaga kesehatan gigi dan mulut anak sejak dini.. Hal ini penting mengingat 41% anak sekolah yang diperiksa melalui program Cek Kesehatan Gratis (CKG) mengalami karies atau gigi berlubang.,valid,primary_factual_statement,Kementerian Kesehatan RI,https://kemkes.go.id/id/4-dari-10-anak-sekolah-alami-gigi-berlubang-kemenkes-dorong-periksa-gigi-rutin,2026-09-17,politik,primary_source,Official Kementerian Kesehatan RI release; requires manual review,0
kemkes-perkuat-sinergi-kesehatan-kemenkes-usung-tiga-prinsip-utama-one-plan-one-budget-one-evaluation,"Kementerian Kesehatan (Kemenkes) Republik Indonesia menyelenggarakan 4th Indonesia Health Partners Meeting (IHPM) di Jakarta, Selasa (15/9/2026).. Mengusung tema ""Moving from Partnership to Impact"", pertemuan tahunan ini menegaskan pentingnya mentransformasi kemitraan menjadi dampak nyata dan berkelanjutan bagi sistem kesehatan masyarakat.",valid,primary_factual_statement,Kementerian Kesehatan RI,https://kemkes.go.id/id/perkuat-sinergi-kesehatan-kemenkes-usung-tiga-prinsip-utama-one-plan-one-budget-one-evaluation,2026-09-15,politik,primary_source,Official Kementerian Kesehatan RI release; requires manual review,0
kemkes-menkes-kemitraan-kesehatan-harus-berujung-pada-dampak-nyata,"Menteri Kesehatan Budi Gunadi Sadikin menegaskan pentingnya mengubah kemitraan pembangunan kesehatan menjadi aksi nyata yang berdampak langsung bagi masyarakat.. Pesan tersebut disampaikan dalam The 4th Indonesia Health Partners Meeting (IHPM) 2026 di Shangri-La Hotel Jakarta, Selasa (15/9/2026).",valid,primary_factual_statement,Kementerian Kesehatan RI,https://kemkes.go.id/id/menkes-kemitraan-kesehatan-harus-berujung-pada-dampak-nyata,2026-09-15,politik,primary_source,Official Kementerian Kesehatan RI release; requires manual review,0
kemkes-usai-kajian-komnas-kipi-kemenkes-pastikan-bias-tetap-dilanjutkan-di-karo,"Kementerian Kesehatan (Kemenkes) memastikan pelaksanaan Bulan Imunisasi Anak Sekolah (BIAS) tetap dilanjutkan sesuai jadwal dan ketentuan yang berlaku.. Hal ini menyusul hasil investigasi dan kajian kausalitas terhadap laporan dugaan Kejadian Ikutan Pasca Imunisasi (KIPI) serius pada seorang siswi di Kabupaten Karo, Sumatera Utara, setelah menerima imunisasi Human Papillomavirus (HPV).",valid,primary_factual_statement,Kementerian Kesehatan RI,https://kemkes.go.id/id/usai-kajian-komnas-kipi-kemenkes-pastikan-bias-tetap-dilanjutkan-di-karo,2026-09-09,politik,primary_source,Official Kementerian Kesehatan RI release; requires manual review,0
kemkes-kemenkes-perkuat-pemantauan-kualitas-udara-hadapi-dampak-erupsi-anak-krakatau,"Kementerian Kesehatan (Kemenkes) RI terus memperkuat pemantauan kualitas udara menyusul erupsi Gunung Anak Krakatau dan sebaran abu vulkanik yang berdampak pada sejumlah wilayah.. Dante Saksono Harbuwono melakukan pemantauan kualitas udara secara langsung di sejumlah titik di Bandara Soekarno-Hatta, Tangerang, Banten, pada Rabu (9/9/2026).",valid,primary_factual_statement,Kementerian Kesehatan RI,https://kemkes.go.id/id/kemenkes-perkuat-pemantauan-kualitas-udara-hadapi-dampak-erupsi-anak-krakatau,2026-09-09,politik,primary_source,Official Kementerian Kesehatan RI release; requires manual review,0
kemkes-kemenkes-siagakan-413-rumah-sakit-dan-830-puskesmas-hadapi-dampak-erupsi-anak-krakatau,"Kementerian Kesehatan (Kemenkes) RI meningkatkan kesiapsiagaan kesehatan menyusul erupsi Gunung Anak Krakatau pada Jumat (4/9/2026) pukul 23.07 WIB yang berdampak pada wilayah Lampung, Banten, DKI Jakarta, dan Jawa Barat.. Berdasarkan pemantauan Kemenkes, wilayah terdampak abu vulkanik mencakup sekitar 23,36 juta jiwa.",valid,primary_factual_statement,Kementerian Kesehatan RI,https://kemkes.go.id/id/kemenkes-siagakan-413-rumah-sakit-dan-830-puskesmas-hadapi-dampak-erupsi-anak-krakatau,2026-09-07,politik,primary_source,Official Kementerian Kesehatan RI release; requires manual review,0
